Date,Qobs [m^3 s^-1]
9/7/2003,35.07912115
9/8/2003,35.67876425
9/9/2003,39.67638489
9/10/2003,37.17787199
9/11/2003,33.67995393
9/12/2003,33.48007289
9/13/2003,30.68173844
9/14/2003,28.5829876
9/15/2003,28.18322554
9/16/2003,28.68292812
9/17/2003,27.68352296
9/18/2003,26.38429625
9/19/2003,25.48483161
9/20/2003,25.38489109
9/21/2003,24.48542644
9/22/2003,23.68590232
9/23/2003,23.78584283
9/24/2003,24.1856049
9/25/2003,23.48602128
9/26/2003,22.9863187
9/27/2003,22.38667561
9/28/2003,22.08685406
9/29/2003,21.88697303
9/30/2003,21.58715148
10/1/2003,21.18738941
10/2/2003,20.78762735
10/3/2003,20.4878058
10/4/2003,20.28792477
10/5/2003,20.08804374
10/6/2003,19.8881627
10/7/2003,19.78822219
10/8/2003,19.98810322
10/9/2003,20.38786528
10/10/2003,20.08804374
10/11/2003,19.48840064
10/12/2003,19.08863858
10/13/2003,18.98869806
10/14/2003,18.68887651
10/15/2003,18.08923341
10/16/2003,17.78941187
10/17/2003,20.18798425
10/18/2003,31.08150051
10/19/2003,30.58179793
10/20/2003,29.1826307
10/21/2003,42.77454089
10/22/2003,75.35514914
10/23/2003,76.45449482
10/24/2003,69.65853972
10/25/2003,58.06543985
10/26/2003,50.86972269
10/27/2003,46.17251844
10/28/2003,43.07436244
10/29/2003,40.17608747
10/30/2003,33.67995393
10/31/2003,26.48423677
11/1/2003,28.68292812
11/2/2003,28.28316606
11/3/2003,25.38489109
11/4/2003,21.18738941
11/5/2003,18.08923341
11/6/2003,16.39024464
11/7/2003,15.99048258
11/8/2003,16.49018516
11/9/2003,18.08923341
11/10/2003,22.38667561
11/11/2003,23.98572386
11/12/2003,22.88637819
11/13/2003,21.88697303
11/14/2003,21.0874489
11/15/2003,20.68768683
11/16/2003,22.18679457
11/17/2003,22.68649715
11/18/2003,22.18679457
11/19/2003,21.18738941
11/20/2003,18.98869806
11/21/2003,17.3896498
11/22/2003,14.59131535
11/23/2003,13.39202916
11/24/2003,17.08982825
11/25/2003,17.48959032
11/26/2003,17.68947135
11/27/2003,17.48959032
11/28/2003,17.9892929
11/29/2003,17.68947135
11/30/2003,16.49018516
12/1/2003,15.69066103
12/2/2003,14.2914938
12/3/2003,15.59072051
12/4/2003,16.69006619
12/5/2003,16.19036361
12/6/2003,16.29030412
12/7/2003,16.39024464
12/8/2003,15.59072051
12/9/2003,15.49078
12/10/2003,14.99107742
12/11/2003,13.49196967
12/12/2003,12.392624
12/13/2003,13.09220761
12/14/2003,13.99167225
12/15/2003,13.99167225
12/16/2003,13.99167225
12/17/2003,13.69185071
12/18/2003,13.59191019
12/19/2003,13.19214813
12/20/2003,12.69244554
12/21/2003,12.29268348
12/22/2003,11.89292142
12/23/2003,11.1933378
12/24/2003,11.1933378
12/25/2003,11.69304038
12/26/2003,11.39321884
12/27/2003,10.19393264
12/28/2003,8.844735675
12/29/2003,9.174539378
12/30/2003,9.344438255
12/31/2003,9.514337133
1/1/2004,9.524331184
1/2/2004,9.704224113
1/3/2004,9.674241958
1/4/2004,8.954670243
1/5/2004,8.684830849
1/6/2004,8.784771365
1/7/2004,9.014634552
1/8/2004,9.474360926
1/9/2004,9.99405161
1/10/2004,10.29387316
1/11/2004,10.59369471
1/12/2004,10.49375419
1/13/2004,10.49375419
1/14/2004,10.39381367
1/15/2004,9.984057558
1/16/2004,9.554313339
1/17/2004,9.464366875
1/18/2004,9.6242717
1/19/2004,9.414396617
1/20/2004,8.974658346
1/21/2004,8.554908178
1/22/2004,8.684830849
1/23/2004,8.864723778
1/24/2004,8.654848694
1/25/2004,8.19512232
1/26/2004,7.795360256
1/27/2004,7.995241288
1/28/2004,8.19512232
1/29/2004,8.395003352
1/30/2004,8.964664294
1/31/2004,9.354432307
2/1/2004,9.594289546
2/2/2004,9.344438255
2/3/2004,9.084592913
2/4/2004,9.394408513
2/5/2004,9.6242717
2/6/2004,9.294467997
2/7/2004,9.354432307
2/8/2004,9.484354978
2/9/2004,9.114575068
2/10/2004,9.244497739
2/11/2004,9.154551275
2/12/2004,8.954670243
2/13/2004,9.18453343
2/14/2004,9.054610759
2/15/2004,9.834146784
2/16/2004,10.19393264
2/17/2004,9.814158681
2/18/2004,9.74420032
2/19/2004,9.464366875
2/20/2004,9.12456912
2/21/2004,8.824747572
2/22/2004,8.664842746
2/23/2004,8.56490223
2/24/2004,8.744795159
2/25/2004,8.654848694
2/26/2004,8.714813004
2/27/2004,8.684830849
2/28/2004,8.56490223
2/29/2004,8.474955765
3/1/2004,8.474955765
3/2/2004,8.275074733
3/3/2004,7.955265082
3/4/2004,8.335039043
3/5/2004,8.235098527
3/6/2004,8.165140165
3/7/2004,8.145152062
3/8/2004,8.265080681
3/9/2004,8.375015249
3/10/2004,8.225104475
3/11/2004,8.375015249
3/12/2004,8.614872488
3/13/2004,8.514931972
3/14/2004,8.295062836
3/15/2004,8.175134217
3/16/2004,8.235098527
3/17/2004,8.285068785
3/18/2004,8.285068785
3/19/2004,8.215110423
3/20/2004,7.985247236
3/21/2004,8.105175856
3/22/2004,8.56490223
3/23/2004,8.624866539
3/24/2004,8.634860591
3/25/2004,8.574896281
3/26/2004,8.524926023
3/27/2004,8.474955765
3/28/2004,8.44497361
3/29/2004,8.574896281
3/30/2004,8.81475352
3/31/2004,9.714218165
4/1/2004,9.564307391
4/2/2004,9.044616707
4/3/2004,8.974658346
4/4/2004,9.344438255
4/5/2004,9.404402565
4/6/2004,9.474360926
4/7/2004,9.804164629
4/8/2004,9.99405161
4/9/2004,9.99405161
4/10/2004,9.884117042
4/11/2004,10.09399213
4/12/2004,10.79357574
4/13/2004,11.59309987
4/14/2004,12.49256451
4/15/2004,12.99226709
4/16/2004,12.69244554
4/17/2004,12.29268348
4/18/2004,12.09280245
4/19/2004,11.89292142
4/20/2004,11.7929809
4/21/2004,11.69304038
4/22/2004,11.89292142
4/23/2004,12.29268348
4/24/2004,12.89232658
4/25/2004,12.69244554
4/26/2004,12.99226709
4/27/2004,15.39083948
4/28/2004,17.68947135
4/29/2004,17.68947135
4/30/2004,17.88935238
5/1/2004,19.58834116
5/2/2004,24.08566438
5/3/2004,27.88340399
5/4/2004,29.98215483
5/5/2004,32.78048928
5/6/2004,30.68173844
5/7/2004,28.38310657
5/8/2004,27.48364193
5/9/2004,29.98215483
5/10/2004,30.88161947
5/11/2004,29.88221431
5/12/2004,28.18322554
5/13/2004,26.28435573
5/14/2004,24.98512903
5/15/2004,24.1856049
5/16/2004,24.1856049
5/17/2004,25.28495057
5/18/2004,28.78286864
5/19/2004,34.7792996
5/20/2004,44.27364863
5/21/2004,50.96966321
5/22/2004,47.57168566
5/23/2004,42.87448141
5/24/2004,38.97680128
5/25/2004,36.47828838
5/26/2004,35.67876425
5/27/2004,37.47769354
5/28/2004,39.0767418
5/29/2004,42.87448141
5/30/2004,42.57465986
5/31/2004,41.77513573
6/1/2004,41.07555212
6/2/2004,41.37537367
6/3/2004,43.27424347
6/4/2004,55.8667485
6/5/2004,78.05354307
6/6/2004,107.9357574
6/7/2004,115.9309987
6/8/2004,108.9351625
6/9/2004,100.9399213
6/10/2004,105.9369471
6/11/2004,144.9137483
6/12/2004,161.9036361
6/13/2004,154.9078
6/14/2004,140.9161277
6/15/2004,116.9304038
6/16/2004,98.84117042
6/17/2004,91.8453343
6/18/2004,89.44676191
6/19/2004,91.44557223
6/20/2004,99.14099197
6/21/2004,115.9309987
6/22/2004,128.9232658
6/23/2004,144.9137483
6/24/2004,152.9089896
6/25/2004,146.9125587
6/26/2004,143.9143432
6/27/2004,136.9185071
6/28/2004,124.9256451
6/29/2004,123.92624
6/30/2004,130.9220761
7/1/2004,146.9125587
7/2/2004,145.9131535
7/3/2004,146.9125587
7/4/2004,148.911369
7/5/2004,141.9155329
7/6/2004,123.92624
7/7/2004,118.9292142
7/8/2004,109.9345677
7/9/2004,96.54253855
7/10/2004,85.94884385
7/11/2004,84.14991456
7/12/2004,83.75015249
7/13/2004,76.25461378
7/14/2004,74.95538708
7/15/2004,76.75431636
7/16/2004,79.55265082
7/17/2004,82.85068785
7/18/2004,86.34860591
7/19/2004,89.04699985
7/20/2004,94.64366875
7/21/2004,90.04640501
7/22/2004,79.65259133
7/23/2004,72.95657675
7/24/2004,69.25877766
7/25/2004,67.95955095
7/26/2004,68.45925353
7/27/2004,65.36109753
7/28/2004,59.76442863
7/29/2004,56.56633211
7/30/2004,56.4663916
7/31/2004,57.86555882
8/1/2004,55.76680798
8/2/2004,53.66805715
8/3/2004,53.16835457
8/4/2004,53.26829508
8/5/2004,54.86734334
8/6/2004,54.96728386
8/7/2004,54.16775973
8/8/2004,53.66805715
8/9/2004,51.56930631
8/10/2004,49.07079341
8/11/2004,47.37180463
8/12/2004,46.87210205
8/13/2004,47.27186412
8/14/2004,48.57109082
8/15/2004,50.76978218
8/16/2004,53.3682356
8/17/2004,55.16716489
8/18/2004,55.8667485
8/19/2004,54.36764076
8/20/2004,53.46817611
8/21/2004,51.86912786
8/22/2004,68.35931301
8/23/2004,73.75610088
8/24/2004,70.1582423
8/25/2004,72.95657675
8/26/2004,66.36050269
8/27/2004,65.76085959
8/28/2004,65.26115701
8/29/2004,65.36109753
8/30/2004,65.86080011
8/31/2004,67.16002682
9/1/2004,64.36169237
9/2/2004,64.26175185
9/3/2004,61.36347689
9/4/2004,57.76561831
9/5/2004,56.96609418
9/6/2004,52.7685925
9/7/2004,48.87091237
9/8/2004,45.27305379
9/9/2004,44.6734107
9/10/2004,45.37299431
9/11/2004,46.47233999
9/12/2004,53.86793818
9/13/2004,50.86972269
9/14/2004,47.27186412
9/15/2004,44.47352966
9/16/2004,42.37477883
9/17/2004,41.17549263
9/18/2004,40.9756116
9/19/2004,42.47471934
9/20/2004,39.77632541
9/21/2004,37.47769354
9/22/2004,36.47828838
9/23/2004,36.67816941
9/24/2004,35.47888322
9/25/2004,34.37953754
9/26/2004,33.67995393
9/27/2004,33.28019186
9/28/2004,32.68054876
9/29/2004,32.68054876
9/30/2004,34.47947805
10/1/2004,32.8804298
10/2/2004,31.78108412
10/3/2004,30.88161947
10/4/2004,29.98215483
10/5/2004,29.28257122
10/6/2004,28.78286864
10/7/2004,29.98215483
10/8/2004,29.08269019
10/9/2004,28.5829876
10/10/2004,28.98274967
10/11/2004,27.88340399
10/12/2004,26.98393935
10/13/2004,26.38429625
10/14/2004,26.58417728
10/15/2004,32.18084618
10/16/2004,31.6811436
10/17/2004,30.78167896
10/18/2004,29.98215483
10/19/2004,29.08269019
10/20/2004,27.98334451
10/21/2004,27.78346348
10/22/2004,27.08387986
10/23/2004,26.78405831
10/24/2004,25.88459367
10/25/2004,24.78524799
10/26/2004,24.48542644
10/27/2004,22.18679457
10/28/2004,22.48661612
10/29/2004,23.68590232
10/30/2004,22.68649715
10/31/2004,21.98691354
11/1/2004,20.4878058
11/2/2004,21.88697303
11/3/2004,21.0874489
11/4/2004,21.18738941
11/5/2004,20.88756786
11/6/2004,22.18679457
11/7/2004,21.68709199
11/8/2004,21.0874489
11/9/2004,21.0874489
11/10/2004,20.78762735
11/11/2004,19.48840064
11/12/2004,17.18976877
11/13/2004,17.78941187
11/14/2004,18.28911445
11/15/2004,19.38846012
11/16/2004,19.78822219
11/17/2004,18.68887651
11/18/2004,16.88994722
11/19/2004,16.69006619
11/20/2004,16.39024464
11/21/2004,15.79060154
11/22/2004,15.19095845
11/23/2004,14.59131535
11/24/2004,13.89173174
11/25/2004,16.7900067
11/26/2004,14.59131535
11/27/2004,13.09220761
11/28/2004,12.49256451
11/29/2004,10.99345677
11/30/2004,11.39321884
12/1/2004,11.99286193
12/2/2004,13.09220761
12/3/2004,15.09101793
12/4/2004,15.69066103
12/5/2004,15.19095845
12/6/2004,13.69185071
12/7/2004,13.29208864
12/8/2004,13.59191019
12/9/2004,13.99167225
12/10/2004,14.59131535
12/11/2004,15.79060154
12/12/2004,13.69185071
12/13/2004,11.59309987
12/14/2004,13.59191019
12/15/2004,15.59072051
12/16/2004,14.2914938
12/17/2004,14.19155329
12/18/2004,13.59191019
12/19/2004,13.99167225
12/20/2004,13.89173174
12/21/2004,12.89232658
12/22/2004,11.59309987
12/23/2004,10.19393264
12/24/2004,10.39381367
12/25/2004,11.7929809
12/26/2004,12.09280245
12/27/2004,11.49315935
12/28/2004,11.09339729
12/29/2004,10.69363522
12/30/2004,10.29387316
12/31/2004,10.09399213
1/1/2005,10.19393264
1/2/2005,10.69363522
1/3/2005,9.894111094
1/4/2005,9.504343081
1/5/2005,9.264485842
1/6/2005,9.544319288
1/7/2005,10.09399213
1/8/2005,9.99405161
1/9/2005,9.99405161
1/10/2005,9.904105146
1/11/2005,9.74420032
1/12/2005,9.714218165
1/13/2005,9.43438472
1/14/2005,9.234503688
1/15/2005,9.324450152
1/16/2005,9.524331184
1/17/2005,9.814158681
1/18/2005,10.09399213
1/19/2005,10.49375419
1/20/2005,10.89351625
1/21/2005,10.99345677
1/22/2005,10.69363522
1/23/2005,10.89351625
1/24/2005,11.29327832
1/25/2005,11.29327832
1/26/2005,11.39321884
1/27/2005,11.59309987
1/28/2005,11.69304038
1/29/2005,11.59309987
1/30/2005,11.59309987
1/31/2005,11.49315935
2/1/2005,11.39321884
2/2/2005,11.59309987
2/3/2005,11.49315935
2/4/2005,11.29327832
2/5/2005,10.49375419
2/6/2005,9.954075404
2/7/2005,9.504343081
2/8/2005,9.294467997
2/9/2005,9.644259804
2/10/2005,10.19393264
2/11/2005,10.49375419
2/12/2005,10.19393264
2/13/2005,10.69363522
2/14/2005,10.09399213
2/15/2005,9.224509636
2/16/2005,8.964664294
2/17/2005,9.144557223
2/18/2005,9.244497739
2/19/2005,9.254491791
2/20/2005,9.264485842
2/21/2005,9.414396617
2/22/2005,9.354432307
2/23/2005,9.554313339
2/24/2005,9.564307391
2/25/2005,9.414396617
2/26/2005,9.414396617
2/27/2005,9.12456912
2/28/2005,9.034622655
3/1/2005,9.214515584
3/2/2005,9.144557223
3/3/2005,9.12456912
3/4/2005,9.014634552
3/5/2005,9.134563172
3/6/2005,9.334444204
3/7/2005,9.234503688
3/8/2005,9.024628604
3/9/2005,9.334444204
3/10/2005,9.334444204
3/11/2005,9.404402565
3/12/2005,9.49434903
3/13/2005,9.404402565
3/14/2005,9.324450152
3/15/2005,9.274479894
3/16/2005,9.234503688
3/17/2005,9.174539378
3/18/2005,8.894705933
3/19/2005,8.594884385
3/20/2005,9.094586965
3/21/2005,9.414396617
3/22/2005,9.044616707
3/23/2005,8.614872488
3/24/2005,8.434979559
3/25/2005,8.954670243
3/26/2005,8.794765417
3/27/2005,8.804759468
3/28/2005,8.904699985
3/29/2005,8.87471783
3/30/2005,8.824747572
3/31/2005,8.674836797
4/1/2005,8.764783262
4/2/2005,8.824747572
4/3/2005,8.674836797
4/4/2005,8.75478921
4/5/2005,8.844735675
4/6/2005,8.81475352
4/7/2005,9.004640501
4/8/2005,9.714218165
4/9/2005,9.74420032
4/10/2005,9.474360926
4/11/2005,9.484354978
4/12/2005,9.404402565
4/13/2005,9.224509636
4/14/2005,9.134563172
4/15/2005,9.004640501
4/16/2005,9.114575068
4/17/2005,9.754194371
4/18/2005,9.664247907
4/19/2005,9.544319288
4/20/2005,9.904105146
4/21/2005,10.69363522
4/22/2005,12.09280245
4/23/2005,14.69125587
4/24/2005,18.48899548
4/25/2005,22.28673509
4/26/2005,28.78286864
4/27/2005,31.6811436
4/28/2005,29.58239277
4/29/2005,26.0844747
4/30/2005,24.08566438
5/1/2005,22.48661612
5/2/2005,20.98750838
5/3/2005,20.88756786
5/4/2005,21.28732993
5/5/2005,22.38667561
5/6/2005,25.48483161
5/7/2005,29.48245225
5/8/2005,34.27959702
5/9/2005,38.4770987
5/10/2005,38.77692025
5/11/2005,36.57822889
5/12/2005,37.27781251
5/13/2005,42.77454089
5/14/2005,53.46817611
5/15/2005,68.85901559
5/16/2005,80.85187752
5/17/2005,103.9381367
5/18/2005,102.9387316
5/19/2005,90.14634552
5/20/2005,78.65318617
5/21/2005,69.05889663
5/22/2005,61.56335792
5/23/2005,56.56633211
5/24/2005,51.36942528
5/25/2005,48.07138824
5/26/2005,47.47174515
5/27/2005,52.7685925
5/28/2005,64.06187082
5/29/2005,79.65259133
5/30/2005,92.44497739
5/31/2005,103.9381367
6/1/2005,110.9339729
6/2/2005,109.9345677
6/3/2005,115.9309987
6/4/2005,120.9280245
6/5/2005,128.9232658
6/6/2005,130.9220761
6/7/2005,129.9226709
6/8/2005,117.929809
6/9/2005,106.9363522
6/10/2005,99.9405161
6/11/2005,98.94111094
6/12/2005,97.64188423
6/13/2005,97.54194371
6/14/2005,93.94408513
6/15/2005,85.54908178
6/16/2005,77.05413791
6/17/2005,75.7549112
6/18/2005,133.9202916
6/19/2005,141.9155329
6/20/2005,138.9173174
6/21/2005,143.9143432
6/22/2005,159.9048258
6/23/2005,166.9006619
6/24/2005,140.9161277
6/25/2005,122.9268348
6/26/2005,115.9309987
6/27/2005,107.9357574
6/28/2005,113.9321884
6/29/2005,120.9280245
6/30/2005,121.9274296
7/1/2005,126.9244554
7/2/2005,121.9274296
7/3/2005,109.9345677
7/4/2005,98.34146784
7/5/2005,92.54491791
7/6/2005,100.9399213
7/7/2005,115.9309987
7/8/2005,104.9375419
7/9/2005,99.64069455
7/10/2005,92.64485842
7/11/2005,83.1505094
7/12/2005,78.45330514
7/13/2005,79.25282927
7/14/2005,79.25282927
7/15/2005,75.15526811
7/16/2005,76.3545543
7/17/2005,83.45033094
7/18/2005,81.75134217
7/19/2005,89.64664294
7/20/2005,87.94765417
7/21/2005,79.4527103
7/22/2005,75.05532759
7/23/2005,83.1505094
7/24/2005,87.5478921
7/25/2005,79.4527103
7/26/2005,71.05770695
7/27/2005,65.06127598
7/28/2005,62.36288205
7/29/2005,63.36228721
7/30/2005,64.16181134
7/31/2005,63.06246566
8/1/2005,63.16240618
8/2/2005,63.66210876
8/3/2005,59.36466656
8/4/2005,54.66746231
8/5/2005,51.36942528
8/6/2005,50.56990115
8/7/2005,50.76978218
8/8/2005,51.26948476
8/9/2005,49.77037702
8/10/2005,48.07138824
8/11/2005,48.37120979
8/12/2005,45.57287534
8/13/2005,42.87448141
8/14/2005,40.3759685
8/15/2005,40.27602799
8/16/2005,41.5752547
8/17/2005,54.26770024
8/18/2005,57.56573727
8/19/2005,49.37061495
8/20/2005,45.07317276
8/21/2005,43.17430296
8/22/2005,43.57406502
8/23/2005,47.7715667
8/24/2005,52.06900889
8/25/2005,45.87269689
8/26/2005,43.57406502
8/27/2005,42.47471934
8/28/2005,41.5752547
8/29/2005,41.97501676
8/30/2005,43.07436244
8/31/2005,39.97620644
9/1/2005,37.77751509
9/2/2005,36.57822889
9/3/2005,40.07614696
9/4/2005,38.87686076
9/5/2005,37.57763405
9/6/2005,35.47888322
9/7/2005,33.58001341
9/8/2005,32.2807867
9/9/2005,35.17906167
9/10/2005,39.67638489
9/11/2005,38.37715818
9/12/2005,36.87805044
9/13/2005,36.27840734
9/14/2005,35.67876425
9/15/2005,36.87805044
9/16/2005,38.67697973
9/17/2005,37.37775302
9/18/2005,35.87864528
9/19/2005,34.67935909
9/20/2005,35.3789427
9/21/2005,34.57941857
9/22/2005,33.67995393
9/23/2005,33.08031083
9/24/2005,32.08090567
9/25/2005,31.18144102
9/26/2005,30.38191689
9/27/2005,31.08150051
9/28/2005,30.88161947
9/29/2005,31.98096515
9/30/2005,49.6704365
10/1/2005,52.56871147
10/2/2005,48.27126928
10/3/2005,43.97382708
10/4/2005,40.9756116
10/5/2005,38.4770987
10/6/2005,36.67816941
10/7/2005,35.67876425
10/8/2005,34.87924012
10/9/2005,33.38013238
10/10/2005,32.08090567
10/11/2005,31.58120309
10/12/2005,31.08150051
10/13/2005,30.68173844
10/14/2005,30.38191689
10/15/2005,29.68233328
10/16/2005,29.38251173
10/17/2005,31.58120309
10/18/2005,33.28019186
10/19/2005,31.48126257
10/20/2005,31.08150051
10/21/2005,29.68233328
10/22/2005,28.78286864
10/23/2005,28.38310657
10/24/2005,27.88340399
10/25/2005,27.58358244
10/26/2005,27.58358244
10/27/2005,27.48364193
10/28/2005,27.08387986
10/29/2005,26.48423677
10/30/2005,26.38429625
10/31/2005,25.88459367
11/1/2005,25.88459367
11/2/2005,25.88459367
11/3/2005,24.88518851
11/4/2005,24.48542644
11/5/2005,23.78584283
11/6/2005,23.28614025
11/7/2005,22.58655664
11/8/2005,22.38667561
11/9/2005,22.18679457
11/10/2005,22.08685406
11/11/2005,21.68709199
11/12/2005,21.18738941
11/13/2005,20.18798425
11/14/2005,19.98810322
11/15/2005,19.78822219
11/16/2005,18.98869806
11/17/2005,17.88935238
11/18/2005,17.48959032
11/19/2005,16.98988774
11/20/2005,16.49018516
11/21/2005,15.99048258
11/22/2005,15.49078
11/23/2005,15.09101793
11/24/2005,14.69125587
11/25/2005,13.89173174
11/26/2005,13.49196967
11/27/2005,13.09220761
11/28/2005,12.79238606
11/29/2005,12.49256451
11/30/2005,12.09280245
12/1/2005,11.1933378
12/2/2005,10.59369471
12/3/2005,11.29327832
12/4/2005,10.99345677
12/5/2005,11.69304038
12/6/2005,11.89292142
12/7/2005,12.19274296
12/8/2005,12.49256451
12/9/2005,12.69244554
12/10/2005,13.69185071
12/11/2005,13.99167225
12/12/2005,14.2914938
12/13/2005,14.49137483
12/14/2005,14.2914938
12/15/2005,13.49196967
12/16/2005,13.19214813
12/17/2005,13.09220761
12/18/2005,12.49256451
12/19/2005,12.29268348
12/20/2005,12.99226709
12/21/2005,13.79179122
12/22/2005,14.59131535
12/23/2005,14.49137483
12/24/2005,14.09161277
12/25/2005,13.79179122
12/26/2005,13.59191019
12/27/2005,13.29208864
12/28/2005,12.99226709
12/29/2005,12.79238606
12/30/2005,12.69244554
12/31/2005,12.69244554
1/1/2006,12.69244554
1/2/2006,12.69244554
1/3/2006,12.69244554
1/4/2006,12.79238606
1/5/2006,12.69244554
1/6/2006,12.79238606
1/7/2006,12.79238606
1/8/2006,12.79238606
1/9/2006,12.59250503
1/10/2006,12.59250503
1/11/2006,12.69244554
1/12/2006,12.49256451
1/13/2006,12.59250503
1/14/2006,12.49256451
1/15/2006,12.29268348
1/16/2006,11.69304038
1/17/2006,12.19274296
1/18/2006,12.19274296
1/19/2006,11.89292142
1/20/2006,11.39321884
1/21/2006,11.49315935
1/22/2006,11.1933378
1/23/2006,11.89292142
1/24/2006,11.69304038
1/25/2006,11.1933378
1/26/2006,11.29327832
1/27/2006,10.99345677
1/28/2006,10.69363522
1/29/2006,10.79357574
1/30/2006,10.79357574
1/31/2006,10.69363522
2/1/2006,10.59369471
2/2/2006,10.39381367
2/3/2006,10.29387316
2/4/2006,10.39381367
2/5/2006,10.29387316
2/6/2006,9.394408513
2/7/2006,9.464366875
2/8/2006,9.99405161
2/9/2006,9.584295494
2/10/2006,8.44497361
2/11/2006,8.424985507
2/12/2006,8.984652397
2/13/2006,9.524331184
2/14/2006,9.554313339
2/15/2006,8.81475352
2/16/2006,8.434979559
2/17/2006,7.835336462
2/18/2006,7.825342411
2/19/2006,8.404997404
2/20/2006,8.824747572
2/21/2006,9.014634552
2/22/2006,9.144557223
2/23/2006,9.084592913
2/24/2006,8.904699985
2/25/2006,8.574896281
2/26/2006,9.104581017
2/27/2006,9.344438255
2/28/2006,9.43438472
3/1/2006,9.364426359
3/2/2006,9.274479894
3/3/2006,9.43438472
3/4/2006,9.304462049
3/5/2006,9.164545326
3/6/2006,9.474360926
3/7/2006,9.37442041
3/8/2006,9.114575068
3/9/2006,8.994646449
3/10/2006,8.524926023
3/11/2006,8.634860591
3/12/2006,8.524926023
3/13/2006,8.484949817
3/14/2006,8.644854643
3/15/2006,8.904699985
3/16/2006,8.75478921
3/17/2006,8.884711881
3/18/2006,8.87471783
3/19/2006,8.704818952
3/20/2006,8.694824901
3/21/2006,8.714813004
3/22/2006,8.704818952
3/23/2006,8.75478921
3/24/2006,8.634860591
3/25/2006,8.554908178
3/26/2006,8.544914127
3/27/2006,8.414991456
3/28/2006,8.365021198
3/29/2006,8.454967662
3/30/2006,8.424985507
3/31/2006,8.414991456
4/1/2006,8.494943869
4/2/2006,8.494943869
4/3/2006,8.434979559
4/4/2006,8.424985507
4/5/2006,8.385009301
4/6/2006,8.494943869
4/7/2006,8.634860591
4/8/2006,9.204521533
4/9/2006,9.614277649
4/10/2006,9.264485842
4/11/2006,9.294467997
4/12/2006,9.344438255
4/13/2006,9.324450152
4/14/2006,9.284473946
4/15/2006,9.49434903
4/16/2006,9.49434903
4/17/2006,9.49434903
4/18/2006,10.09399213
4/19/2006,11.69304038
4/20/2006,13.69185071
4/21/2006,16.49018516
4/22/2006,14.2914938
4/23/2006,14.49137483
4/24/2006,15.59072051
4/25/2006,17.08982825
4/26/2006,18.98869806
4/27/2006,18.48899548
4/28/2006,18.88875754
4/29/2006,22.9863187
4/30/2006,23.88578335
5/1/2006,23.88578335
5/2/2006,22.88637819
5/3/2006,20.78762735
5/4/2006,19.68828167
5/5/2006,21.0874489
5/6/2006,24.38548593
5/7/2006,25.18501006
5/8/2006,24.1856049
5/9/2006,22.78643767
5/10/2006,22.08685406
5/11/2006,22.08685406
5/12/2006,23.78584283
5/13/2006,24.88518851
5/14/2006,24.38548593
5/15/2006,26.98393935
5/16/2006,38.67697973
5/17/2006,65.36109753
5/18/2006,101.9393264
5/19/2006,135.9191019
5/20/2006,144.9137483
5/21/2006,167.900067
5/22/2006,163.9024464
5/23/2006,159.9048258
5/24/2006,167.900067
5/25/2006,159.9048258
5/26/2006,142.914938
5/27/2006,122.9268348
5/28/2006,103.9381367
5/29/2006,90.54610759
5/30/2006,83.55027146
5/31/2006,78.15348359
6/1/2006,82.15110423
6/2/2006,98.74122991
6/3/2006,113.9321884
6/4/2006,116.9304038
6/5/2006,109.9345677
6/6/2006,106.9363522
6/7/2006,100.9399213
6/8/2006,106.9363522
6/9/2006,115.9309987
6/10/2006,123.92624
6/11/2006,115.9309987
6/12/2006,106.9363522
6/13/2006,100.9399213
6/14/2006,115.9309987
6/15/2006,137.9179122
6/16/2006,166.9006619
6/17/2006,155.9072051
6/18/2006,131.9214813
6/19/2006,111.933378
6/20/2006,101.9393264
6/21/2006,95.34325236
6/22/2006,87.64783262
6/23/2006,82.15110423
6/24/2006,77.75372153
6/25/2006,77.65378101
6/26/2006,82.5508663
6/27/2006,89.94646449
6/28/2006,97.84176526
6/29/2006,101.9393264
6/30/2006,98.14158681
7/1/2006,91.2456912
7/2/2006,86.54848694
7/3/2006,84.04997404
7/4/2006,82.35098527
7/5/2006,84.84949817
7/6/2006,86.24866539
7/7/2006,89.84652397
7/8/2006,84.64961714
7/9/2006,79.4527103
7/10/2006,88.84711881
7/11/2006,90.24628604
7/12/2006,81.55146114
7/13/2006,75.05532759
7/14/2006,71.45746901
7/15/2006,67.6597294
7/16/2006,63.06246566
7/17/2006,59.06484502
7/18/2006,56.76621314
7/19/2006,54.46758127
7/20/2006,51.76918734
7/21/2006,51.26948476
7/22/2006,53.76799766
7/23/2006,58.56514243
7/24/2006,63.86198979
7/25/2006,65.36109753
7/26/2006,64.76145443
7/27/2006,64.46163288
7/28/2006,63.66210876
7/29/2006,61.4634174
7/30/2006,59.36466656
7/31/2006,54.96728386
8/1/2006,47.47174515
8/2/2006,43.4741245
8/3/2006,40.57584954
8/4/2006,39.0767418
8/5/2006,37.67757457
8/6/2006,35.67876425
8/7/2006,35.47888322
8/8/2006,37.07793147
8/9/2006,39.17668231
8/10/2006,42.47471934
8/11/2006,51.76918734
8/12/2006,49.97025805
8/13/2006,44.97323225
8/14/2006,41.07555212
8/15/2006,40.07614696
8/16/2006,39.87626592
8/17/2006,38.67697973
